"title","artist","album","source_count","sources"
"Get Lekt","Gehlektek","Acid Pirate 10","1","Tekk"
"Girei","Gehlektek","GehLekComp pt.2","1","Tekk"
"Gruntler","Gehlektek","GehLekComp pt.1","1","Tekk"
"Impendulum","Gehlektek","GehLekComp pt.2","1","Tekk"
"Jitter","Gehlektek","GehLekComp pt.3","1","Tekk"
"Kater Unser","Gehlektek","GehLekComp pt.1","1","Tekk"
"Kudara","Gehlektek","Tekno Trip 04","1","Tekk"
"Links 23 Vier","Gehlektek","GehLekComp pt.1","1","Tekk"
"Oink","Gehlektek","GehLekComp pt.3","1","Tekk"
"Parasite","Gehlektek","GehLekComp pt.2","1","Tekk"
"Peace","Gehlektek","GehLekComp pt.2","1","Tekk"
"Peach Cake","Gehlektek","GehLekComp pt.3","1","Tekk"
"Rave Cave","Gehlektek","GehLekComp pt.1","1","Tekk"
"Razl Daz","Gehlektek","GehLekComp pt.3","1","Tekk"
"Sud","Gehlektek","GehLekComp pt.3","1","Tekk"
"Synapsnschnaxla","Gehlektek","GehLekComp pt.1","1","Tekk"
"Testicular Torsion","Gehlektek","GehLekComp pt.1","1","Tekk"
"Tranquility","Gehlektek","GehLekComp pt.3","1","Tekk"
"Transcend","Gehlektek","GehLekComp pt.3","1","Tekk"
"Voidzap","Gehlektek","GehLekComp pt.2","1","Tekk"
"Wrath Of The Megabird","Gehlektek","GehLekComp pt.2","1","Tekk"
"Le Projet n°23","Instru Mentale","Tekno Trip 08","1","Tekk"
"Arrival","Jacidorex","Neoacid 04","1","Tekk"
"Blade Runner","Jacidorex","Neoacid 04","1","Tekk"
"Dark System","Jacidorex","Neoacid 04","1","Tekk"
"Delictum","Jacidorex","Neoacid 04","1","Tekk"
"Future Retro","Jacidorex","Neoacid 04","1","Tekk"
"Hack'n Slash","Jacidorex","Neoacid 04","1","Tekk"
"Inflow","Jacidorex","Inflow","1","Tekk"
"Mortal Kombat - Original Mix","Jacidorex","Mindset","1","Tekk"
"Polarity","Jacidorex","Neoacid 04","1","Tekk"
"Run - Original Mix","Jacidorex","Mindset","1","Tekk"
"Self Conscious - Original Mix","Jacidorex","Mindset","1","Tekk"
"Soul Purge","Jacidorex","Neoacid 04","1","Tekk"
"Titania","Jacidorex","Two Minded","1","Tekk"
"Two Minded","Jacidorex","Two Minded","1","Tekk"
"Trave - Midnight Vices Remix","Jacidorex, Midnight Vices","Trave Remixes EP","1","Tekk"
"Out Of Whack","La Tartine, Gui-Two","Tekno Trip 07","1","Tekk"
"N","Ma Čka, 93sovage, ØRGIE","N","1","Tekk"
"Remember This","Mad Alien","Tekno Trip 06","1","Tekk"
"Memo - YAB (IT) Remix","Mark Greene, Sara Landry, YAB (IT)","Memo","1","Tekk"
"Chemical Reaction","Miltatek","Tekno Trip 08","1","Tekk"
"This is Tekno","Narfos","Acid Pirate 01","1","Tekk"
"Achlýs","Neurotribe","Achlýs","1","Tekk"
"Aztecorum","Neurotribe","Acid Pirate 10","1","Tekk"
"Clockwork","Neurotribe","Clockwork","1","Tekk"
"Dark Reflections","Neurotribe","Dark Reflections","1","Tekk"
"Deep Blue","Neurotribe","Deep Blue","1","Tekk"
"Domino","Neurotribe","Domino","1","Tekk"
"Drown","Neurotribe","Drown","1","Tekk"
"Eerie Things","Neurotribe","Eerie Things","1","Tekk"
"Enantyomeron","Neurotribe","Enantyomeron","1","Tekk"
"Foreboding","Neurotribe","Foreboding","1","Tekk"
"Freigeist","Neurotribe","Freigeist","1","Tekk"
"Hidden Process","Neurotribe","Hidden Process","1","Tekk"
"Inomhus","Neurotribe","Inomhus","1","Tekk"
"Insidious","Neurotribe","Acid Pirate HS01","1","Tekk"
"Le Côté Obscur","Neurotribe","Le Côté Obscur","1","Tekk"
"Lobotomie","Neurotribe","Acid Pirate HS01","1","Tekk"
"Mauvais Son","Neurotribe","Acid Pirate HS01","1","Tekk"
"Mercy","Neurotribe","Mercy","1","Tekk"
"Nemezidė","Neurotribe","Nemezidė","1","Tekk"
"Noir Espace","Neurotribe","Noir Espace","1","Tekk"
"Onyrical","Neurotribe","Onyrical","1","Tekk"
"Pandorum","Neurotribe","Pandorum","1","Tekk"
"Puzzle Pieces","Neurotribe","Puzzle Pieces","1","Tekk"
"Vesolje","Neurotribe","Vesolje","1","Tekk"
"Boltzman Brain","Neurotribe, AArkaos","Boltzman Brain","1","Tekk"
"Acid Frequencies","Neurotribe, Gandotek","Acid Pirate HS01","1","Tekk"
"Breathing Organisms","Neurotribe, Kokko","Breathing Organisms","1","Tekk"
"Air Force","Protokseed","Acid Pirate 08","1","Tekk"
"Bass pirate","Protokseed","Bass pirate : épave 1.0","1","Tekk"
"Dr Jekyll & Mr Hugz","Protokseed","Bass pirate : épave 1.0","1","Tekk"
"Le petit prince","Protokseed","Bass pirate : épave 1.0","1","Tekk"
"Tekos Express","Protokseed","Bass pirate : épave 1.0","1","Tekk"
"Un trône pour Jala","Protokseed","Bass pirate : épave 1.0","1","Tekk"
"Peer Pressure","Sara Landry","Incoming","1","Tekk"
"Rebirth","Sara Landry","Rebirth","1","Tekk"
"The Dawn Of Time","Sara Landry","About Last Night EP","1","Tekk"
"Thirst Trap","Sara Landry","Rebirth","1","Tekk"
"Time Dilation","Sara Landry","Various Artists 2 - EP 3","1","Tekk"
"Value","Sara Landry","Value","1","Tekk"
"Wait","Sara Landry","Wait","1","Tekk"
"Last Hymn","Sara Landry, Don Woezik","Delirium - EP","1","Tekk"
"Consequences","Sara Landry, Ian Urbina","Act of God (Inspired by ‘The Outlaw Ocean’ a book by Ian Urbina)","1","Tekk"
"Construct","Sara Landry, Ian Urbina","Act of God (Inspired by ‘The Outlaw Ocean’ a book by Ian Urbina)","1","Tekk"
"About Last Night (feat. Shmeep)","Sara Landry, Shmeep","About Last Night EP","1","Tekk"
"Acidelicious","Shmirlap","Old Tracks","1","Tekk"
"Bite The Dust","Shmirlap","Old Tracks","1","Tekk"
"Black Hole","Shmirlap","Old Tracks","1","Tekk"
"Blind Trust - Original Mix","Shmirlap","BF303","1","Tekk"
"Dark Travel","Shmirlap","Old Tracks","1","Tekk"
"Death Freezing","Shmirlap","Old Tracks","1","Tekk"
"E=mc2","Shmirlap","E=mc2","1","Tekk"
"Failing System","Shmirlap","TSR 100% Shmirlap","1","Tekk"
"Flower Fucker","Shmirlap","TSR 100% Shmirlap","1","Tekk"
"Freak Of Fortune","Shmirlap","Old Tracks","1","Tekk"
"Guilty Inconscience","Shmirlap","Guilty Inconscience","1","Tekk"
"Headshoot","Shmirlap","TSR 100% Shmirlap","1","Tekk"
"Hot Flash","Shmirlap","Old Tracks","1","Tekk"
"Hurricane Warning","Shmirlap","Old Tracks","1","Tekk"
"Maïdan","Shmirlap","Old Tracks","1","Tekk"
"Menace Terroriste","Shmirlap","Old Tracks","1","Tekk"
"Mental Strain","Shmirlap","Old Tracks","1","Tekk"
"Missy","Shmirlap","Missy","1","Tekk"
"Mud - Instrumental","Shmirlap","Mud","1","Tekk"
"My Way","Shmirlap","My Way","1","Tekk"
"Nervous Breakdown","Shmirlap","Old Tracks","1","Tekk"
"Next Episode - Instrumental","Shmirlap","Next Episode","1","Tekk"
"Nieuwjaar","Shmirlap","Old Tracks","1","Tekk"
"Nihiliste","Shmirlap","Old Tracks","1","Tekk"
"No Hope","Shmirlap","Old Tracks","1","Tekk"
"Old Night","Shmirlap","Old Tracks","1","Tekk"
"Only Goat Can Judge Me","Shmirlap","Old Tracks","1","Tekk"
"Origami","Shmirlap","Origami","1","Tekk"
"Otosis","Shmirlap","Old Tracks","1","Tekk"
"Pat Lorrain","Shmirlap","Pat Lorrain","1","Tekk"
"Quiet","Shmirlap","Quiet","1","Tekk"
"Release The Power","Shmirlap","Old Tracks","1","Tekk"
"Revival","Shmirlap","Revival","1","Tekk"
"Stalag 57 - Original Mix","Shmirlap","BF303","1","Tekk"
"Theory Of Evolution","Shmirlap","Theory Of Evolution","1","Tekk"
"Ultra Deep Field","Shmirlap","Ultra Deep Field","1","Tekk"
"Vitamina R","Shmirlap","Old Tracks","1","Tekk"
"War House","Shmirlap","War House","1","Tekk"
"What Else","Shmirlap","Old Tracks","1","Tekk"
"Wrong Way","Shmirlap","TSR 100% Shmirlap","1","Tekk"
"Zgeg De Ouf","Shmirlap","Zgeg De Ouf","1","Tekk"
"Your Soul","Shmirlap, Doodax","Your Soul","1","Tekk"
"Sang Mele","Shmirlap, Sparks","Sang Mele","1","Tekk"
"Another Dimension","Tekno Noise, Al3A SystemRebelsFamily, Resha-k","DARKNESS LEGACY","1","Tekk"
"Time Disruption","Tekno Noise, AntiVirus","Time Disruption","1","Tekk"
"Afrikam","Tekno Noise, At3k","Afrikam","1","Tekk"
"Black Swan","Tekno Noise, Bromo","Black Swan","1","Tekk"
"In My End Is My Beginning","Tekno Noise, DoubleTrouble","In My End Is My Beginning","1","Tekk"
"Witchcraft","Tekno Noise, DUDU","Witchcraft","1","Tekk"
"Eternity","Tekno Noise, Gio Laroyz","Eternity","1","Tekk"
"Meruem","Tekno Noise, Jotut","Meruem","1","Tekk"
"Lose Control","Tekno Noise, Kromozom, P.R.T.X","DARKNESS LEGACY","1","Tekk"
"Distorted Illusion","Tekno Noise, KUMA_","DARKNESS LEGACY","1","Tekk"
"Weakness","Tekno Noise, Latentek","Weakness","1","Tekk"
"Chimera","Tekno Noise, LMB TEKNO NOISE","DARKNESS LEGACY","1","Tekk"
"Undercontrol","Tekno Noise, Loko","Undercontrol","1","Tekk"
"Fakegenik","Tekno Noise, Madmatik","DARKNESS LEGACY","1","Tekk"
"Seeking Eternity","Tekno Noise, mental REAPER","DARKNESS LEGACY","1","Tekk"
"House Harkonnen","Tekno Noise, Moldetek","House Harkonnen","1","Tekk"
"Particules","Tekno Noise, MYLACID","Particules","1","Tekk"
"Abyss Sikle","Tekno Noise, Neobiotik","Abyss Sikle","1","Tekk"
"Bad Ritual","Tekno Noise, Nesh Mayday, T-B-M","TEKNO NOISE 3","1","Tekk"
"Inner Fallen","Tekno Noise, NEURORBITAL","DARKNESS LEGACY","1","Tekk"
"Mein Net Feilure","Tekno Noise, Neurotribe, Bromo","TEKNO NOISE 02","1","Tekk"
"Dark pumping voltage","Tekno Noise, Peter303","VIRAL CORE","1","Tekk"
"Occult Souls","Tekno Noise, Peter303, Diuko","DARKNESS LEGACY","1","Tekk"
"Dangerus Frequencies","Tekno Noise, PioU","DARKNESS LEGACY","1","Tekk"
"Quetzalcoatl","Tekno Noise, Pyton23","Quetzalcoatl","1","Tekk"
"Toloshi","Tekno Noise, RADZE","TEKNO NOISE 3","1","Tekk"
"UNKNOWN","Tekno Noise, Rnz Raving, Peter303","TEKNO NOISE 3","1","Tekk"
"Human Destiny","Tekno Noise, Rnz Raving, sam23","DARKNESS LEGACY","1","Tekk"
"Flag On Fire","Tekno Noise, SAGR3","DARKNESS LEGACY","1","Tekk"
"Bars & Shackles","Tekno Noise, SAGR3, Ciklo","Bars & Shackles","1","Tekk"
"Tren Fantasma","Tekno Noise, Shapmel","Tren Fantasma","1","Tekk"
"Dawn Disorder","Tekno Noise, Sonik 23","Dawn Disorder","1","Tekk"
"Odd Species","Tekno Noise, Statek","Odd Species","1","Tekk"
"Full Metal Jacket","Tekno Noise, Stiwie","TEKNO NOISE 3","1","Tekk"
"From The Depths","Tekno Noise, Tazar","From The Depths","1","Tekk"
"Acid Airline","Teksa","Space Travel","1","Tekk"
"Eye of the storm","Teksa","Space Travel","1","Tekk"
"Fight Room","Teksa","Tekno Trip 01","1","Tekk"
"Karnage","Teksa","Space Travel","1","Tekk"
"La Nasa","Teksa","Space Travel","1","Tekk"
"Monster Tribe","Teksa","Space Travel","1","Tekk"
"My Kicks, My Weed, My Bitch","Teksa","My Kicks, My Weed, My Bitch","1","Tekk"
"Road Trip","Teksa","Space Travel","1","Tekk"
"Sonnolenza","Teksa","Space Travel","1","Tekk"
"Storm","Teksa","Storm","1","Tekk"
"Toxic","Teksa","Mental Core 03","1","Tekk"
"Punitive","Teksa, Massive Orkestra","Tekno Trip 08","1","Tekk"
"Adrenaline","Teksa, Petoux","Adrenaline","1","Tekk"
"Bruschetta","Teksa, Severus","Space Travel","1","Tekk"
"Neorave","Venom Hardtek, Vortek's","Neorave","1","Tekk"
"Among the Sleep","Vortek's","Un asile abandonné","1","Tekk"
"Ascenseur Emotionnel","Vortek's","Spiral","1","Tekk"
"Au bout du tunnel","Vortek's","Un asile abandonné","1","Tekk"
"Aura","Vortek's","Acid Pirate 20","1","Tekk"
"Bad Tribe","Vortek's","Un asile abandonné","1","Tekk"
"Bass Kick","Vortek's","Spiral","1","Tekk"
"Bienvenue dans l'asile","Vortek's","Un asile abandonné","1","Tekk"
"Bootytek","Vortek's","Un asile abandonné","1","Tekk"
"Boulevard des Enfers","Vortek's","Spiral","1","Tekk"
"Break It Down","Vortek's","Break It Down EP","1","Tekk"
"Canyon","Vortek's","Acid Pirate 07","1","Tekk"
"Empoisonner l'Esprit","Vortek's","Empoisonner l'Esprit","1","Tekk"
"End Of Time","Vortek's","End Of Time","1","Tekk"
"Get It","Vortek's","Break It Down EP","1","Tekk"
"Hardtek Destination","Vortek's","Un asile abandonné","1","Tekk"
"Hathor","Vortek's","Acid Pirate 10","1","Tekk"
"I Remember","Vortek's","Spiral","1","Tekk"
"Il va danser !","Vortek's","Un asile abandonné","1","Tekk"
"L'instant ukulélé","Vortek's","Un asile abandonné","1","Tekk"
"La réalité n'est pas un rêve","Vortek's","Un asile abandonné","1","Tekk"
"La Soupe","Vortek's","La Soupe","1","Tekk"
"Le Sol Commence à Bouger","Vortek's","Spiral","1","Tekk"
"Les murs ont des oreilles","Vortek's","Un asile abandonné","1","Tekk"
"Machinacore","Vortek's","Spiral","1","Tekk"
"Machinatek","Vortek's","Spiral","1","Tekk"
"Mélodie Des Ames Perdues","Vortek's","Spiral","1","Tekk"
"My Mind","Vortek's","My Mind","1","Tekk"
"N'entendez-vous pas","Vortek's","Un asile abandonné","1","Tekk"
"Ne Faites Pas Un Bruit","Vortek's","Spiral","1","Tekk"
"Neurocide","Vortek's","Un asile abandonné","1","Tekk"
"OMG","Vortek's","Spiral","1","Tekk"
"Phonk Off Tekno","Vortek's","Phonk Off Tekno","1","Tekk"
"Psychologie","Vortek's","Psychologie","1","Tekk"
"Reincarnation - Gost in the Shell","Vortek's","Un asile abandonné","1","Tekk"
"Rêveur Lucide","Vortek's","Spiral","1","Tekk"
"Tornado","Vortek's","Un asile abandonné","1","Tekk"
"Tyranno","Vortek's","Tyranno","1","Tekk"
"Crise de Goutte","Vortek's, Subineps","Spiral","1","Tekk"
"Arena","Vortek's, Teksa","Acid Pirate 09","1","Tekk"
"Shinlam","Vortek's, Teksa","Acid Pirate 17","1","Tekk"
"Never Give A Fuck","Vortek's, Teksa, Spice Up!","Never Give A Fuck","1","Tekk"
"Rapture","Vortek's, Teksa, Spice Up!","Rapture","1","Tekk"
"The Intro","Vortek's, Teksa, Spice Up!","The Intro","1","Tekk"
"Grosse chépère mon pote","Vortek's, Ziqooh","Un asile abandonné","1","Tekk"
